,id,popularity,title,vote_average,vote_count
10936,9829,7.581,United 93,7.1,598
10937,10115,5.962,Stick It,6.7,267
10938,560,2.161,Secret Beyond the Door,6.4,36
10939,5717,1.316,Man Push Cart,7.1,17
10941,14384,4.404,Soldier Blue,7.2,65
10943,19719,1.106,LolliLove,6.3,12
10944,10008,7.665,An American Haunting,5.3,192
10945,7870,6.17,Down in the Valley,5.9,101
10947,7518,12.262,Over the Hedge,6.4,2161
10948,9786,5.854,Art School Confidential,6.0,95
10949,503,8.934,Poseidon,5.7,962
10950,591,13.573,The Da Vinci Code,6.6,4758
10952,9767,11.096,The Break-Up,5.7,1364
10953,13689,5.46,Peaceful Warrior,7.4,164
10954,18164,2.814,12 and Holding,7.0,31
10955,15013,1.543,Wah-Wah,6.2,11
10956,21014,2.095,Keeping Up with the Steins,5.2,23
10957,920,27.04,Cars,6.7,6937
10958,18484,1.382,Wassup Rockers,6.2,26
10959,9700,2.639,The Lost City,6.1,42
10960,14167,2.411,Standing Still,5.4,20
10961,12261,3.016,Carlito's Way: Rise to Power,4.6,32
10963,15264,2.299,Tall in the Saddle,6.4,23
10964,20330,2.839,Beyond a Reasonable Doubt,6.9,35
10968,12766,3.982,Vera Cruz,7.0,61
10969,15402,3.912,The Notorious Bettie Page,6.4,69
10970,26116,2.814,The Mechanik,5.7,24
10973,15366,2.429,American Gun,5.4,16
10976,806,7.829,The Omen,5.4,489
10977,20021,2.613,The King,6.6,27
10978,9353,7.622,Nacho Libre,5.6,592
10979,2044,7.353,The Lake House,6.7,1210
10980,9339,13.79,Click,6.1,3708
10981,20945,1.978,The Seventh Victim,6.6,34
10985,350,24.99,The Devil Wears Prada,7.2,6064
10986,58,24.7,Pirates of the Caribbean: Dead Man's Chest,7.2,8872
10987,1819,7.096,"You, Me and Dupree",5.5,714
10988,2295,9.237,Clerks II,6.9,625
10989,9697,7.006,Lady in the Water,5.4,654
10990,4474,6.731,My Super Ex-Girlfriend,4.9,731
10994,20556,2.768,The Beatles: Let It Be,7.6,43
10995,4962,0.849,"Farewell, Home Sweet Home",4.7,7
10996,10007,5.616,See No Evil,5.0,261
10997,1887,8.87,Marie Antoinette,6.6,1204
10998,1841,2.055,Lady in the Lake,6.2,32
11000,13508,7.374,Who Killed the Electric Car?,7.4,83
11001,1611,4.889,The Miracle of Bern,6.4,68
11003,1781,5.777,An Inconvenient Truth,7.0,397
11005,16270,5.701,Career Opportunities,5.9,79
11006,8997,5.931,Hollow Man II,4.8,101
11009,18404,1.18,National Lampoon's Cattle Call,4.1,14
11011,16074,1.913,Mountain Patrol,7.3,23
11012,10947,8.126,High School Musical,6.4,2410
11016,17628,1.633,I Am a Sex Addict,6.2,25
11017,8443,2.551,Lower City,6.4,21
11018,18553,1.963,Forever Mine,4.2,12
11019,26567,0.761,The War Within,6.4,5
11021,17021,1.434,Adam & Steve,5.4,16
11023,22747,2.288,Bob the Butler,5.7,39
11025,17741,2.067,Stoned,5.3,24
11026,25563,1.862,Marked Woman,7.1,24
11029,7549,5.936,Fearless,7.4,546
11032,9615,2.072,The Fast and the Furious: Tokyo Drift,6.2,2935
11033,9513,7.727,Garfield: A Tail of Two Kitties,5.3,924
11034,20604,3.777,Metal: A Headbanger's Journey,7.8,62
11035,410,2.31,Summer in Berlin,6.9,20
11037,25509,2.636,The Bribe,6.3,10
11039,9917,7.922,Waist Deep,6.4,83
11040,10770,6.656,The Sheriff and the Satellite Kid,6.2,135
11041,4375,2.425,Triple Cross,6.3,24
11042,8008,2.598,Mouth to Mouth,5.7,37
11044,1452,13.699,Superman Returns,5.5,2216
11046,7872,4.071,The Road to Guantanamo,6.7,53
11048,18191,5.348,Edmond,5.9,67
11049,14474,3.19,The Oh in Ohio,5.6,39
11050,773,7.032,Little Miss Sunshine,7.6,3253
11051,16429,1.069,Brothers of the Head,6.1,11
11052,19999,0.652,Forgiving Dr. Mengele,7.0,2
11057,19676,1.181,These Girls,4.5,14
11058,10308,1.777,Why Does Herr R. Run Amok?,7.3,17
11060,19972,3.909,The 300 Spartans,6.4,50
11061,21631,2.518,The Fallen Idol,7.4,56
11064,1164,12.723,Babel,7.1,1771
11067,9520,5.165,The Thief Lord,5.8,88
11070,13141,1.928,Strangers with Candy,6.0,27
11076,11554,2.844,Three Times,7.1,29
11077,25305,2.34,The Gumball Rally,6.6,29
11079,15383,7.386,Army of Shadows,7.9,206
11081,9072,8.694,Little Man,5.4,579
11087,9727,3.198,End Game,5.5,39
11088,14120,1.941,End of the Spear,6.8,23
11091,9297,8.074,Monster House,6.5,1784
11092,26826,0.742,Wrong Side Up,7.0,5
11094,5070,5.848,How Much Do You Love Me?,5.7,56
11095,13802,2.166,Colour Me Kubrick,5.9,30
11097,326,9.349,Snakes on a Plane,5.2,804
11098,512,8.066,Scoop,6.5,726
11099,9718,9.398,Talladega Nights: The Ballad of Ricky Bobby,6.3,751
11100,1593,14.08,Night at the Museum,6.5,5530
11101,1852,9.525,World Trade Center,6.0,737
11102,1262,8.618,Stranger Than Fiction,7.2,1133
11106,13338,0.95,Sione's Wedding,6.0,10
11107,82,7.529,Miami Vice,5.9,791
11108,14963,1.657,The Groomsmen,5.2,18
11109,9921,2.706,Shadowboxer,5.7,33
11112,24164,2.396,"Good Morning, Night",7.0,57
11113,1986,4.688,Live and Become,7.5,86
11115,1402,14.036,The Pursuit of Happyness,7.9,4793
11116,2805,1.369,Tears of the Black Tiger,6.3,16
11117,9293,6.42,John Tucker Must Die,6.0,716
11118,9906,6.491,The Ant Bully,5.6,642
11129,1948,12.615,Crank,6.6,1801
11130,148,6.438,The Secret Life of Words,7.1,89
11131,9951,1.212,The Dudesons Movie,5.4,15
11136,5289,8.704,Chaos,6.2,431
11137,9782,4.388,The Night Listener,5.5,100
11138,9907,7.417,Barnyard,5.5,427
11143,15696,2.018,A Canterbury Tale,7.0,34
11144,19017,5.289,Dirty Mary Crazy Larry,6.7,43
11147,9762,13.245,Step Up,6.8,2068
11148,14113,5.088,Zoom,5.0,249
11149,15049,5.749,Bon Cop Bad Cop,6.6,87
11151,21712,5.557,Mind Game,7.8,83
11152,15414,1.42,Land of the Blind,6.1,20
11153,7859,6.548,Half Nelson,6.7,389
11154,16998,3.103,The Moustache,6.3,36
11155,25645,2.62,Wing Chun,6.9,34
11157,18672,5.042,The Legend of the Swordsman,6.9,37
11159,11559,6.258,Tideland,6.4,235
11161,10348,6.661,Thunderbolt,6.1,110
11162,26718,2.241,G-Men,6.5,21
11163,1023,6.73,Adam's Apples,7.5,285
11166,2168,4.006,2:37,6.9,74
11167,10118,6.301,Material Girls,5.1,260
11168,9788,6.101,Accepted,6.3,704
11169,14174,6.53,Lie with Me,5.4,110
11170,11689,6.548,Crime Busters,6.9,255
11173,14893,1.744,Shake It,6.5,15
11175,1540,2.245,Heading South,5.8,15
11176,26502,1.587,Seven Men from Now,6.9,28
11178,1491,11.502,The Illusionist,7.2,2596
11182,1165,9.177,The Queen,7.0,588
11183,7291,5.464,36th Precinct,6.9,212
11184,9988,6.125,Beerfest,5.8,243
11185,24115,4.263,How to Eat Fried Worms,5.8,44
11186,11652,7.485,Invincible,6.8,369
11187,13816,2.621,Idlewild,5.5,25
11189,22238,1.96,The Syrian Bride,6.4,18
11190,4913,1.219,"Sorry, Haters",5.8,6
11193,19072,2.377,Blithe Spirit,6.7,36
11195,15265,5.343,The Red Balloon,7.7,146
11196,25599,4.39,Way Out West,7.3,73
11197,11227,8.407,Angel-A,6.7,303
11203,24055,1.338,The Puffy Chair,6.1,21
11204,14597,3.475,Lassie,6.6,59
11206,9708,6.341,The Wicker Man,4.2,616
11207,14351,1.89,Crossover,3.9,17
11208,9813,9.259,The Quiet,6.1,107
11211,271,6.156,Ronja Robbersdaughter,7.0,80
11214,22471,2.514,Yrrol - en kolossalt genomtänkt film,6.6,24
11215,1116,7.054,The Wind That Shakes the Barley,7.4,281
11223,5072,6.358,Severance,6.4,254
11224,2566,3.953,Time to Leave,6.7,46
11225,1249,6.112,Hollywoodland,6.3,156
11226,9954,8.063,The Covenant,5.3,499
11229,7511,7.804,The Last Kiss,5.8,199
11231,14057,3.228,Trust the Man,5.5,50
11232,13075,5.457,Sherrybaby,6.4,62
11233,24916,1.482,Bio Zombie,6.2,23
11234,7512,10.724,Idiocracy,6.3,1195
11235,1776,5.567,Jesus Camp,6.8,182
11236,1963,4.588,The Bow,7.0,76
11238,10846,4.961,The Tiger and the Snow,6.9,233
11240,1381,9.315,The Fountain,6.9,1380
11241,15097,5.101,Fear City: A Family-Style Comedy,7.6,457
11244,15374,3.81,A Boy Named Charlie Brown,6.5,49
11245,15242,1.55,"Snoopy, Come Home",6.7,42
11247,300,5.893,The Science of Sleep,7.0,366
11249,16411,6.3,Initial D,6.5,62
11253,9676,6.676,The Black Dahlia,5.7,495
11254,6948,4.851,The Woods,5.5,101
11255,15213,6.111,Everyone's Hero,5.6,90
11256,9766,7.863,Gridiron Gang,6.7,346
11258,12249,1.958,Aaltra,6.8,26
11260,390,2.567,Lisbon Story,7.8,29
11262,1595,2.747,Land of Plenty,6.5,20
11263,1622,3.849,Lemming,6.8,54
11264,15742,4.689,Taxidermia,6.7,110
11267,5726,1.673,Mondo Topless,6.3,12
11268,1666,5.502,The Bridge,6.9,104
11269,5721,4.874,Vixen!,5.6,32
11272,1579,9.784,Apocalypto,7.4,2141
11275,9664,6.686,Flyboys,6.4,402
11276,12094,6.719,Jackass Number Two,6.3,479
11277,1717,5.612,All the King's Men,5.9,138
11278,15624,5.025,Conversations with Other Women,6.3,62
11279,15997,9.809,The Land Before Time II: The Great Valley Adventure,6.1,274
11281,2753,1.857,The Assault,6.8,19
11282,496,10.229,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.6,2474
11284,1417,15.02,Pan's Labyrinth,7.7,5583
11285,24751,1.849,The Conqueror,3.5,17
11286,4643,8.008,The Guardian,6.9,657
11287,7484,10.586,Open Season,6.1,1282
11288,9842,7.135,School for Scoundrels,5.4,166
11292,1422,13.704,The Departed,8.1,7389
11293,10781,9.396,The Texas Chainsaw Massacre: The Beginning,6.0,756
11294,9794,6.118,Employee of the Month,5.4,274
11295,9978,6.882,Stormbreaker,5.1,366
11297,14812,1.883,"Hawaii, Oslo",6.2,27
11299,8332,3.952,Antibodies,6.7,59
11300,3593,2.263,Dr. Cyclops,6.1,25
11301,7510,5.371,Running with Scissors,5.8,123
11304,16548,2.122,Ellie Parker,5.5,30
11305,1975,7.351,The Grudge 2,5.4,458
11306,9895,4.483,Man of the Year,5.9,186
11307,8975,5.778,The Marine,5.4,257
11308,9672,5.468,Infamous,6.5,87
11309,15005,2.251,One Night with the King,6.4,18
11315,86,5.364,The Elementary Particles,6.4,58
11317,10070,5.691,Feast,6.1,237
11318,13209,2.357,Offside,6.7,50
11319,1440,8.488,Little Children,7.2,399
11320,13364,4.279,Deliver Us from Evil,7.5,96
11323,18925,5.742,Facing the Giants,6.9,126
11325,1523,7.718,The Last King of Scotland,7.5,958
11326,14201,2.132,The U.S. vs. John Lennon,6.4,24
11327,1378,11.264,Shortbus,6.3,219
11329,9693,16.963,Children of Men,7.6,3405
11330,1124,20.01,The Prestige,8.1,7659
11331,3683,7.522,Flags of Our Fathers,6.8,845
11332,14012,5.755,Flicka,6.5,116
11334,4285,1.48,After Five In The Forest Primeval,6.9,10
11335,14097,7.988,9th Company,6.7,105
11338,8194,6.329,A Guide to Recognizing Your Saints,6.6,152
11339,5890,4.273,Azumi 2: Death or Love,6.3,64
11340,6077,4.551,13 Tzameti,7.0,92
11341,214,11.47,Saw III,6.3,2111
11342,1123,3.379,Catch a Fire,6.6,50
11343,21173,1.821,Death of a President,5.7,29
11348,14620,5.971,The Butterfly Effect 2,4.7,413
11351,21156,1.462,Lunacy,7.5,23
11352,11619,10.893,Flushed Away,6.1,1787
11353,1427,10.427,Perfume: The Story of a Murderer,7.2,2123
11354,23030,3.115,Arabesque,6.2,49
11355,13767,6.621,The Santa Clause 3: The Escape Clause,5.1,461
11356,19109,3.528,The Long Weekend,5.6,39
11359,24553,1.972,All the Invisible Children,7.4,28
11360,21057,7.011,Ocean Waves,6.3,113
11365,4928,1.876,"The World, the Flesh and the Devil",6.3,26
11368,12486,3.083,Farce of the Penguins,3.4,21
11369,20785,1.624,Emmet Otter's Jug-Band Christmas,7.6,21
11370,9726,6.508,A Good Year,6.6,676
11371,2152,1.663,Dixie Chicks: Shut Up and Sing,6.7,15
11374,10093,4.335,The Return,4.9,89
11375,14799,4.675,For Your Consideration,5.9,67
11377,13542,2.168,Red Dust,6.5,14
11378,21710,2.094,Fuck,6.2,26
11379,8588,3.229,Shooting Dogs,7.6,59
11381,9836,10.281,Happy Feet,6.0,2591
11382,9809,5.456,Let's Go to Prison,5.6,119
11383,7551,10.079,Déjà Vu,6.7,2361
11384,10741,5.791,Bobby,6.6,185
11385,9969,6.358,Deck the Halls,5.2,236
11386,2357,6.882,10 Items or Less,6.3,93
11387,1581,12.311,The Holiday,6.9,2376
11388,21600,1.025,I Wake Up Screaming,6.7,12
11390,313,4.56,Snow Cake,7.3,76
11391,7873,7.345,Harsh Times,6.5,304
11392,14823,3.985,London to Brighton,6.4,50
11394,8324,6.159,Fast Food Nation,6.1,152
11399,5698,5.688,The Great Train Robbery,7.1,208
11401,2179,6.825,Tenacious D in The Pick of Destiny,6.6,729
11404,15152,7.349,"OSS 117: Cairo, Nest of Spies",7.3,686
11405,14457,4.911,Reeker,5.3,81
11408,15804,4.695,A Brighter Summer Day,8.2,64
11409,14978,1.023,Moog,4.4,5
11410,2447,4.808,The Nativity Story,6.2,68
11411,10032,10.492,Van Wilder 2: The Rise of Taj,5.0,228
11412,9796,6.511,Turistas,5.3,343
11413,1372,11.739,Blood Diamond,7.5,3677
11414,22440,2.429,Dracula's Daughter,6.3,40
11416,17604,1.704,She,5.9,21
11417,15077,4.288,Election 2,7.1,53
11418,18147,5.256,Unaccompanied Minors,5.7,131
11420,9986,7.833,Charlotte's Web,5.9,576
11421,2486,10.317,Eragon,5.0,1822
11422,1246,10.818,Rocky Balboa,6.7,1558
11424,18615,6.129,Fur: An Imaginary Portrait of Diane Arbus,6.2,126
11426,13210,3.753,The Dam Busters,7.2,51
11427,25060,1.39,Zombie Honeymoon,4.7,21
11428,12795,3.049,Another Gay Movie,5.6,65
11429,11653,6.522,The Myth,6.1,131
11430,16066,1.16,Oyster Farmer,6.1,9
11438,14202,6.598,The Painted Veil,7.3,532
11439,11170,7.067,We Are Marshall,6.8,301
11440,12924,5.527,The Place Promised in Our Early Days,6.7,216
11442,1247,8.42,The Good Shepherd,6.4,518
11443,1125,8.289,Dreamgirls,6.7,484
11444,8436,3.987,The Page Turner,6.7,60
11445,14277,1.776,Loose Change,6.8,24
11446,11214,1.662,We Feed the World,7.8,24
11448,1646,7.811,Freedom Writers,7.7,752
11450,7736,1.542,Katzelmacher,6.7,17
11451,1730,8.863,Inland Empire,7.1,466
11453,20537,2.66,Caravaggio,6.6,43
11454,12812,1.04,Wild Side,6.9,5
11455,8618,5.686,The History Boys,6.8,97
11456,1259,6.131,Notes on a Scandal,7.1,393
11457,20842,1.988,Children Shouldn't Play with Dead Things,5.3,38
11458,10908,7.02,Inferno,5.3,84
11461,9053,7.403,DOA: Dead or Alive,5.0,346
11462,1494,7.435,Curse of the Golden Flower,6.7,328
11463,13318,5.408,The Bothersome Man,7.0,99
11464,10462,2.0,Don't Drink the Water,5.4,23
11465,182,6.656,The Good German,6.1,142
11467,1251,6.289,Letters from Iwo Jima,7.4,912
11469,9656,9.344,Black Christmas,4.8,197
11470,5393,6.416,Happily N'Ever After,4.9,216
11471,14171,4.07,Home of the Brave,5.5,71
11472,14396,6.529,Code Name: The Cleaner,4.6,110
11473,1931,7.396,Stomp the Yard,6.2,158
11474,13967,5.299,Miss Potter,6.4,227
11475,9992,8.002,Arthur and the Invisibles,6.2,1348
11476,16371,2.532,Tell Me Something,6.0,29
11477,19344,5.978,Loving Annabelle,6.5,126
11478,8275,9.41,American Pie Presents: The Naked Mile,5.3,951
11480,2433,5.11,The Young Girls of Rochefort,7.6,181
11481,2204,5.075,Alice in the Cities,7.7,82
11483,26518,2.331,Old Joy,6.2,47
11484,14449,2.222,The Banquet,6.5,48
11485,13771,3.406,Venus,6.6,56
11487,10810,0.976,Rosario Tijeras,6.4,19
11488,1773,1.67,American Madness,7.9,11
11489,11578,4.908,The Return of Don Camillo,7.5,73
11490,11972,7.879,Don Camillo,7.7,106
11494,4283,4.664,Primeval,4.9,69
11495,7457,9.037,Alpha Dog,6.6,693
11496,8398,5.577,The Hitcher,5.8,404
11497,13551,5.018,The Dead Girl,6.3,102
11499,19166,4.394,House Of 9,4.9,80
11501,3549,4.819,After the Wedding,7.3,148
11502,25648,4.334,Time,7.3,89
11503,11225,1.466,Into Great Silence,8.0,11
11504,6166,3.432,Dinner for One,7.3,63
11505,19629,1.672,Red Doors,4.4,7
11506,12183,2.266,The Wendell Baker Story,5.2,32
11512,1265,11.387,Bridge to Terabithia,7.1,2234
11513,14137,2.107,Beer League,5.1,28
11514,15689,1.321,Dead Meat,4.4,19
11517,14891,1.49,Dirty Sanchez: The Movie,5.8,24
11518,12547,2.98,Shadows in the Sun,6.7,23
11519,25623,6.081,House,7.2,183
11520,13140,1.327,Kenny,5.9,23
11521,13365,1.308,49 Up,7.2,19
11522,10758,6.155,Waitress,6.7,215
11523,26594,3.763,The Secret,5.3,97
11524,22473,3.556,Neverwas,6.6,54
11528,16138,4.668,R-Point,6.0,53
11529,13668,5.639,Catch and Release,5.9,249
11530,7516,9.03,Smokin' Aces,6.5,798
11531,10075,5.792,Blood and Chocolate,5.6,154
11532,9760,9.246,Epic Movie,3.3,610
11533,9966,6.351,The Messengers,5.5,365
11534,1257,6.521,Because I Said So,6.0,340
11535,1248,1.745,Hannibal Rising,6.1,1032
11536,9757,6.784,Norbit,5.2,873
11539,5206,5.749,The Boss of It All,6.7,118
11540,14761,4.877,Cocaine Cowboys,7.5,78
11541,1252,8.01,Lonely Hearts,6.1,156
11542,2062,17.278,Ratatouille,7.6,8413
11543,11650,4.013,Five Fingers,6.0,51
11544,12580,2.988,Izo,6.0,39
11546,23544,2.025,The Point!,7.3,16
11547,2266,7.207,"Paris, Je T'Aime",6.8,354
11548,5172,4.842,The Astronaut Farmer,6.2,172
11549,15962,1.871,Murk,6.7,14
11550,9965,4.855,"Wake Up, Ron Burgundy: The Lost Movie",5.6,75
11551,13127,8.37,SPL: Kill Zone,6.9,104
11556,13517,2.587,The Ugly Duckling and Me!,5.1,38
11557,22105,3.555,Danika,5.4,36
11558,2016,6.869,Days of Glory,6.8,174
11559,3024,0.6,The Strange Case of Dr. Jekyll and Mr. Hyde,7.5,2
11562,9828,5.564,Unknown,6.4,183
11566,9958,3.764,Trailer Park Boys: The Movie,6.9,68
11567,1250,13.045,Ghost Rider,5.4,3029
11568,4169,7.451,Breach,6.6,250
11569,16555,4.225,Daddy's Little Girls,6.6,31
11570,11172,12.098,Music and Lyrics,6.3,879
11571,3594,6.695,The Number 23,6.4,1706
11572,10090,5.755,Reno 911!: Miami,5.7,113
11573,7874,8.093,Black Snake Moan,6.8,376
11574,14845,3.874,Gray Matters,6.0,48
11576,13916,1.749,Shooting Gallery,5.7,13
11578,22485,1.077,loudQUIETloud: A Film About the Pixies,7.0,13
11579,13393,3.572,My Father and My Son,7.6,82
11580,12271,6.212,Factory Girl,6.0,126
11582,13185,4.635,Kidulthood,6.3,88
11583,26655,2.021,Like Mike 2: Streetball,4.0,30
11585,22172,5.983,Street Trash,6.0,115
11590,4638,12.551,Hot Fuzz,7.5,3714
11592,11841,8.779,The 36th Chamber of Shaolin,7.6,118
11596,9695,3.421,Karla,5.2,54
11597,24653,5.12,The Consequences of Love,7.8,253
11598,1993,2.681,Golden Door,6.0,46
11602,11945,1.754,Emil in Lonneberga,6.3,22
11603,12554,5.785,Citizen X,7.3,87
11604,26598,2.692,Cats,7.4,44
11605,5691,4.22,The Canterbury Tales,6.2,66
11606,6443,1.195,The Forest for the Trees,6.4,17
11607,1738,8.749,Next,5.9,1426
11608,1253,5.756,Breaking and Entering,6.3,107
11610,15325,2.181,God Grew Tired of Us,7.3,22
11612,15163,5.895,Amazing Grace,7.0,137
11613,14375,6.825,Romanzo criminale,7.3,251
11614,10845,4.644,2001 Maniacs,5.1,97
11616,15582,5.035,Teen Wolf Too,4.0,79
11619,1949,15.482,Zodiac,7.4,3909
11620,11330,5.724,Pusher III: I'm the Angel of Death,7.2,105
11622,10942,4.645,Babylon 5: The Gathering,6.5,75
11623,7006,5.731,White Noise 2: The Light,5.5,121
11625,11199,8.703,Wild Hogs,5.8,1140
11626,9784,3.414,Man About Town,5.4,62
11627,25530,1.438,First on the Moon,5.0,7
11631,8965,8.757,Atlantis: Milo's Return,5.5,334
11632,14710,3.197,The Westerner,6.8,35
11633,14624,5.065,The Ultimate Gift,7.0,119
11634,1271,12.898,300,7.1,7696
11635,10790,6.288,The Abandoned,5.4,86
11636,18019,3.732,Julius Caesar,7.2,62
11639,14055,4.766,Starter for 10,6.4,197
11640,2267,6.607,The Last Mimzy,6.0,193
11641,6691,5.697,Priceless,6.4,376
11642,1255,6.022,The Host,6.8,875
11647,25105,0.99,Flower Drum Song,5.4,11
11648,2977,13.242,Becoming Jane,7.2,574
11649,15664,5.335,Right at Your Door,6.1,88
11650,25062,1.693,A Taste of Honey,7.0,32
11651,16727,4.183,The Namesake,6.9,69
11652,5413,2.019,Omagh,6.9,7
11655,14434,4.142,I Think I Love My Wife,5.2,88
11658,11494,4.63,Wilderness,6.0,70
11659,19936,2.433,Hipnos,5.6,17
11660,9963,6.786,Premonition,6.0,659
11661,14001,7.092,Dead Silence,6.3,926
11662,2355,8.718,Reign Over Me,7.1,521
11663,16385,3.347,Pride,5.6,22
11664,7485,17.417,Shooter,7.0,2202
11665,9793,6.599,The Hills Have Eyes 2,5.1,571
11666,1273,7.541,TMNT,5.9,509
11667,17388,1.424,The Italian,6.7,18
11668,4657,2.455,Jindabyne,5.7,30
11670,19495,2.701,Nomad: The Warrior,4.6,22
11672,10051,2.08,Avenue Montaigne,6.3,55
11673,9075,7.188,Black Book,7.4,456
11674,20527,1.737,Love and Honor,7.9,26
11675,8199,1.561,Dreamland,5.9,15
11681,17677,1.134,The Five Pennies,7.8,8
11684,11958,5.397,"Not For, or Against (Quite the Contrary)",5.8,35
11686,5177,1.426,Dark Horse,6.3,18
11687,20122,2.22,Damnation,7.9,33
11690,18437,3.802,The Darwin Awards,5.6,79
11692,8270,6.707,The Lookout,6.6,315
11693,9955,7.701,Blades of Glory,6.0,858
11694,16201,0.6,Armbryterskan från Ensamheten,5.0,1
11696,10172,5.33,Are We Done Yet?,5.2,258
11698,1683,9.192,The Reaping,5.5,355
11699,10107,5.264,Firehouse Dog,5.7,95
11700,1267,9.853,Meet the Robinsons,6.8,1383
11701,16018,1.838,American Hardcore,6.5,17
11702,22311,6.029,The Inglorious Bastards,6.3,99
11703,13249,7.096,Seraphim Falls,6.5,242
11705,1272,8.088,Sunshine,7.0,1822
11706,23024,1.387,Judge Priest,7.4,5
11707,1590,3.912,Copying Beethoven,6.4,75
11709,9903,4.737,The Hoax,6.4,88
11711,22549,1.573,Ulysses' Gaze,8.0,28
11712,10798,4.116,Sky Fighters,6.3,72
11715,13377,8.06,How the Grinch Stole Christmas!,7.4,499
11716,14945,5.395,Origin: Spirits of the Past,6.8,70
11717,11515,5.437,Goya's Ghosts,6.7,199
11718,7183,7.208,Perfect Stranger,5.8,403
11719,8271,6.743,Disturbia,6.6,1758
11720,1534,7.015,Pathfinder,5.4,277
11721,13158,2.914,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.4,50
11723,23397,2.682,Straight Time,7.2,50
11725,20405,1.835,Puccini for Beginners,6.1,14
11726,18777,2.794,Slow Burn,5.4,30
11727,16392,4.089,Redline,4.4,69
11728,17422,1.665,Summer Palace,7.1,12
11731,1407,6.256,La Vie en Rose,7.5,727
11733,15534,3.354,Griffin & Phoenix,6.5,51
11735,1441,6.686,The Contract,5.7,228
11736,6145,8.943,Fracture,7.3,1600
11737,9843,5.824,Big Nothing,6.5,186
11740,18767,4.253,Island of Fire,5.9,42
11741,10294,7.549,Vacancy,6.1,623
11743,1987,6.318,Benny's Video,7.2,110
11744,13067,7.022,In the Land of Women,5.8,254
11745,10111,1.673,Confetti,5.9,26
11747,1268,13.273,Mr. Bean's Holiday,6.2,1360
11749,21810,1.411,Adam & Paul,7.0,22
11750,9785,4.685,The Invisible,6.0,242
11751,13280,3.208,Kickin' It Old Skool,4.3,36
11752,14636,6.769,The Condemned,5.9,322
11753,559,20.077,Spider-Man 3,6.1,6622
11754,1950,7.719,Lucky You,5.5,135
11755,13352,3.624,It's a Very Merry Muppet Christmas Movie,5.9,30
11757,20553,1.328,21 Up,7.8,32
11758,24397,1.467,Kiss Me Again,5.5,6
11759,20525,1.629,Hana,6.5,21
11760,13894,2.514,Sharkwater,7.9,32
11762,18549,0.776,Flannel Pajamas,6.0,3
11764,20025,2.734,Thieves' Highway,7.3,33
11765,14240,5.129,Maniac Cop,6.1,136
11766,13574,3.14,Year of the Dog,5.1,32
11767,13569,4.082,Thr3e,5.1,36
11769,17439,2.696,Diggers,6.0,17
11770,13171,7.127,The Ex,5.1,102
11771,16447,1.272,Woman Is the Future of Man,6.5,12
